html_path,image_path,city,category,article_no,slot_no,source,source_url,hash,alt,figcaption
output/html/bali/로비나/beach/006.html,../../images/로비나/beach/로비나_beach_0116.webp,로비나,beach,6,1,local,,10f02882568b,로비나 해변/서핑 현장 사진,로비나 자유여행 가이드 이미지
output/html/bali/로비나/beach/006.html,../../images/로비나/beach/로비나_beach_0062.webp,로비나,beach,6,2,local,,57c87c52da83,로비나 여행 해변/서핑 가이드 이미지,로비나 해변/서핑 실제 풍경
output/html/bali/로비나/beach/006.html,../../images/mrt_coupon.jpg,로비나,beach,6,3,local,,adc4f2a4e660,"마이리얼트립 할인쿠폰 - 투어, 티켓, 숙소 최대 30% 할인",로비나에서 직접 경험한 해변/서핑
output/html/bali/로비나/beach/006.html,../../images/로비나/beach/로비나_beach_0044.webp,로비나,beach,6,4,local,,27ecd081c99a,로비나 자유여행 해변/서핑 모습,로비나 해변/서핑 분위기
output/html/bali/로비나/beach/006.html,../../images/로비나/beach/로비나_beach_0038.webp,로비나,beach,6,5,local,,ea6080b7429c,로비나에서 직접 경험한 해변/서핑,로비나 여행 해변/서핑 기록
output/html/bali/로비나/beach/006.html,../../images/로비나/beach/로비나_beach_0152.webp,로비나,beach,6,6,local,,b72518836e47,로비나 해변/서핑 분위기,로비나 해변/서핑 현장 사진
output/html/bali/로비나/beach/006.html,../../images/로비나/beach/로비나_beach_0014.webp,로비나,beach,6,7,local,,c617678ade9e,로비나 해변/서핑 실제 풍경,로비나 여행 중 촬영한 모습
output/html/bali/로비나/beach/006.html,../../images/로비나/beach/로비나_beach_0064.webp,로비나,beach,6,8,local,,02ce2dec65ca,로비나 해변/서핑 포토,로비나 해변/서핑 추천 장소
output/html/bali/로비나/beach/006.html,../../images/로비나/beach/로비나_beach_0077.webp,로비나,beach,6,9,local,,298e5386063f,로비나 여행 기록 해변/서핑,로비나 자유여행 가이드 이미지
output/html/bali/로비나/beach/006.html,../../images/로비나/beach/로비나_beach_0112.webp,로비나,beach,6,10,local,,c3f8aa7aa252,로비나 해변/서핑 앵글,로비나 해변/서핑 실제 풍경
output/html/bali/로비나/beach/007.html,../../images/로비나/beach/로비나_beach_0068.webp,로비나,beach,7,0,local,,ea8fd98803c3,로비나 해변/서핑 추천 장소,로비나 여행 중 촬영한 모습
output/html/bali/로비나/beach/007.html,../../images/로비나/beach/로비나_beach_0016.webp,로비나,beach,7,1,local,,be0c3d4918b1,로비나 자유여행 해변/서핑 모습,로비나 해변/서핑 추천 장소
output/html/bali/로비나/beach/007.html,../../images/로비나/beach/로비나_beach_0057.webp,로비나,beach,7,2,local,,2d662669824e,로비나에서 직접 경험한 해변/서핑,로비나 자유여행 가이드 이미지
output/html/bali/로비나/beach/007.html,../../images/mrt_coupon.jpg,로비나,beach,7,3,local,,adc4f2a4e660,"마이리얼트립 할인쿠폰 - 투어, 티켓, 숙소 최대 30% 할인",로비나 해변/서핑 실제 풍경
output/html/bali/로비나/beach/007.html,../../images/로비나/beach/로비나_beach_0019.webp,로비나,beach,7,4,local,,96c4eef063fe,로비나 해변/서핑 실제 풍경,로비나에서 직접 경험한 해변/서핑
output/html/bali/로비나/beach/007.html,../../images/로비나/beach/로비나_beach_0111.webp,로비나,beach,7,5,local,,75bcff0bd44d,로비나 해변/서핑 포토,로비나 해변/서핑 분위기
output/html/bali/로비나/beach/007.html,../../images/로비나/beach/로비나_beach_0108.webp,로비나,beach,7,6,local,,00542c689d19,로비나 여행 기록 해변/서핑,로비나 여행 해변/서핑 기록
output/html/bali/로비나/beach/007.html,../../images/로비나/beach/로비나_beach_0093.webp,로비나,beach,7,7,local,,5b070563157b,로비나 해변/서핑 앵글,로비나 해변/서핑 현장 사진
output/html/bali/로비나/beach/007.html,../../images/로비나/beach/로비나_beach_0137.webp,로비나,beach,7,8,local,,9ddefa070dd6,로비나 해변/서핑 탐방기,로비나 여행 중 촬영한 모습
output/html/bali/로비나/beach/007.html,../../images/로비나/beach/로비나_beach_0132.webp,로비나,beach,7,9,local,,3609a588b48f,로비나 해변/서핑 방문 사진,로비나 해변/서핑 추천 장소
output/html/bali/로비나/beach/007.html,../../images/로비나/beach/로비나_beach_0062.webp,로비나,beach,7,10,local,,57c87c52da83,로비나 해변/서핑 여행 코스,로비나 자유여행 가이드 이미지
output/html/bali/로비나/beach/008.html,../../images/로비나/beach/로비나_beach_0151.webp,로비나,beach,8,0,local,,937a67af8d7c,로비나 해변/서핑 분위기,로비나 해변/서핑 현장 사진
output/html/bali/로비나/beach/008.html,../../images/로비나/beach/로비나_beach_0044.webp,로비나,beach,8,1,local,,27ecd081c99a,로비나 해변/서핑 실제 풍경,로비나 여행 중 촬영한 모습
output/html/bali/로비나/beach/008.html,../../images/로비나/beach/로비나_beach_0129.webp,로비나,beach,8,2,local,,21955d631221,로비나 해변/서핑 포토,로비나 해변/서핑 추천 장소
output/html/bali/로비나/beach/008.html,../../images/mrt_coupon.jpg,로비나,beach,8,3,local,,adc4f2a4e660,"마이리얼트립 할인쿠폰 - 투어, 티켓, 숙소 최대 30% 할인",로비나 자유여행 가이드 이미지
output/html/bali/로비나/beach/008.html,../../images/로비나/beach/로비나_beach_0061.webp,로비나,beach,8,4,local,,9fac8dde6bb1,로비나 해변/서핑 앵글,로비나 해변/서핑 실제 풍경
output/html/bali/로비나/beach/008.html,../../images/로비나/beach/로비나_beach_0038.webp,로비나,beach,8,5,local,,ea6080b7429c,로비나 해변/서핑 탐방기,로비나에서 직접 경험한 해변/서핑
output/html/bali/로비나/beach/008.html,../../images/로비나/beach/로비나_beach_0058.webp,로비나,beach,8,6,local,,0601328d3ece,로비나 해변/서핑 방문 사진,로비나 해변/서핑 분위기
output/html/bali/로비나/beach/008.html,../../images/로비나/beach/로비나_beach_0002.webp,로비나,beach,8,7,local,,a6d787e372e9,로비나 해변/서핑 여행 코스,로비나 여행 해변/서핑 기록
output/html/bali/로비나/beach/008.html,../../images/로비나/beach/로비나_beach_0091.webp,로비나,beach,8,8,local,,b8c56e171bf8,로비나 해변/서핑 일정 사진,로비나 해변/서핑 현장 사진
output/html/bali/로비나/beach/008.html,../../images/로비나/beach/로비나_beach_0081.webp,로비나,beach,8,9,local,,a20b58a8ff2d,로비나 로비나 비치 풍경,로비나 여행 중 촬영한 모습
output/html/bali/로비나/beach/008.html,../../images/로비나/beach/로비나_beach_0143.webp,로비나,beach,8,10,local,,f13209c50d0b,로비나 반자르 온천 건축물,로비나 해변/서핑 추천 장소
output/html/bali/로비나/beach/009.html,../../images/로비나/beach/로비나_beach_0017.webp,로비나,beach,9,0,local,,c1183cafbab7,로비나 여행 기록 해변/서핑,로비나 여행 해변/서핑 기록
output/html/bali/로비나/beach/009.html,../../images/로비나/beach/로비나_beach_0128.webp,로비나,beach,9,1,local,,0dd87af05fe5,로비나 해변/서핑 앵글,로비나 해변/서핑 현장 사진
output/html/bali/로비나/beach/009.html,../../images/로비나/beach/로비나_beach_0005.webp,로비나,beach,9,2,local,,7ce62d06d197,로비나 해변/서핑 탐방기,로비나 여행 중 촬영한 모습
output/html/bali/로비나/beach/009.html,../../images/mrt_coupon.jpg,로비나,beach,9,3,local,,adc4f2a4e660,"마이리얼트립 할인쿠폰 - 투어, 티켓, 숙소 최대 30% 할인",로비나 해변/서핑 추천 장소
output/html/bali/로비나/beach/009.html,../../images/로비나/beach/로비나_beach_0012.webp,로비나,beach,9,4,local,,40743c132d6c,로비나 해변/서핑 여행 코스,로비나 자유여행 가이드 이미지
output/html/bali/로비나/beach/009.html,../../images/로비나/beach/로비나_beach_0147.webp,로비나,beach,9,5,local,,ae1a638e7b8c,로비나 해변/서핑 일정 사진,로비나 해변/서핑 실제 풍경
output/html/bali/로비나/beach/009.html,../../images/로비나/beach/로비나_beach_0146.webp,로비나,beach,9,6,local,,51aa77a07392,로비나 로비나 비치 풍경,로비나에서 직접 경험한 해변/서핑
output/html/bali/로비나/beach/009.html,../../images/로비나/beach/로비나_beach_0148.webp,로비나,beach,9,7,local,,7dae79e76aec,로비나 반자르 온천 건축물,로비나 해변/서핑 분위기
output/html/bali/로비나/beach/009.html,../../images/로비나/beach/로비나_beach_0065.webp,로비나,beach,9,8,local,,6f599dffb6df,로비나 Sea Breeze Cafe 내부,로비나 여행 해변/서핑 기록
output/html/bali/로비나/beach/009.html,../../images/로비나/beach/로비나_beach_0015.webp,로비나,beach,9,9,local,,66f35c7efb08,로비나 기트기트 폭포 전경,로비나 해변/서핑 현장 사진
output/html/bali/로비나/beach/009.html,../../images/로비나/beach/로비나_beach_0159.webp,로비나,beach,9,10,local,,4ff3426e9a1c,로비나 로비나 마켓 풍경,로비나 여행 중 촬영한 모습
output/html/bali/로비나/beach/010.html,../../images/로비나/beach/로비나_beach_0124.webp,로비나,beach,10,0,local,,02b59ddf0673,로비나 해변/서핑 방문 사진,로비나 해변/서핑 분위기
output/html/bali/로비나/beach/010.html,../../images/로비나/beach/로비나_beach_0129.webp,로비나,beach,10,1,local,,21955d631221,로비나 해변/서핑 여행 코스,로비나 여행 해변/서핑 기록
output/html/bali/로비나/beach/010.html,../../images/로비나/beach/로비나_beach_0081.webp,로비나,beach,10,2,local,,a20b58a8ff2d,로비나 해변/서핑 일정 사진,로비나 해변/서핑 현장 사진
output/html/bali/로비나/beach/010.html,../../images/mrt_coupon.jpg,로비나,beach,10,3,local,,adc4f2a4e660,"마이리얼트립 할인쿠폰 - 투어, 티켓, 숙소 최대 30% 할인",로비나 여행 중 촬영한 모습
output/html/bali/로비나/beach/010.html,../../images/로비나/beach/로비나_beach_0132.webp,로비나,beach,10,4,local,,3609a588b48f,로비나 반자르 온천 건축물,로비나 해변/서핑 추천 장소
output/html/bali/로비나/beach/010.html,../../images/로비나/beach/로비나_beach_0096.webp,로비나,beach,10,5,local,,bd9e0227d882,로비나 Sea Breeze Cafe 내부,로비나 자유여행 가이드 이미지
output/html/bali/로비나/beach/010.html,../../images/로비나/beach/로비나_beach_0001.webp,로비나,beach,10,6,local,,79183ce83962,로비나 기트기트 폭포 전경,로비나 해변/서핑 실제 풍경
output/html/bali/로비나/beach/010.html,../../images/로비나/beach/로비나_beach_0002.webp,로비나,beach,10,7,local,,a6d787e372e9,로비나 로비나 마켓 풍경,로비나에서 직접 경험한 해변/서핑
output/html/bali/로비나/beach/010.html,../../images/로비나/beach/로비나_beach_0100.webp,로비나,beach,10,8,local,,b5649ddf8650,로비나 해변/서핑 현장 사진,로비나 해변/서핑 분위기
output/html/bali/로비나/beach/010.html,../../images/로비나/beach/로비나_beach_0108.webp,로비나,beach,10,9,local,,00542c689d19,로비나 여행 해변/서핑 가이드 이미지,로비나 여행 해변/서핑 기록
output/html/bali/로비나/beach/010.html,../../images/로비나/beach/로비나_beach_0046.webp,로비나,beach,10,10,local,,2604aabb8a3a,로비나 해변/서핑 추천 장소,로비나 해변/서핑 현장 사진
output/html/bali/로비나/beach/011.html,../../images/로비나/beach/로비나_beach_0044.webp,로비나,beach,11,0,local,,27ecd081c99a,로비나 로비나 비치 풍경,로비나에서 직접 경험한 해변/서핑
output/html/bali/로비나/beach/011.html,../../images/로비나/beach/로비나_beach_0004.webp,로비나,beach,11,1,local,,1f8cf98719ee,로비나 반자르 온천 건축물,로비나 해변/서핑 분위기
output/html/bali/로비나/beach/011.html,../../images/로비나/beach/로비나_beach_0064.webp,로비나,beach,11,2,local,,02ce2dec65ca,로비나 Sea Breeze Cafe 내부,로비나 여행 해변/서핑 기록
output/html/bali/로비나/beach/011.html,../../images/mrt_coupon.jpg,로비나,beach,11,3,local,,adc4f2a4e660,"마이리얼트립 할인쿠폰 - 투어, 티켓, 숙소 최대 30% 할인",로비나 해변/서핑 현장 사진
output/html/bali/로비나/beach/011.html,../../images/로비나/beach/로비나_beach_0054.webp,로비나,beach,11,4,local,,b65d8dc8abdc,로비나 로비나 마켓 풍경,로비나 여행 중 촬영한 모습
output/html/bali/로비나/beach/011.html,../../images/로비나/beach/로비나_beach_0003.webp,로비나,beach,11,5,local,,b2ab100154ec,로비나 해변/서핑 현장 사진,로비나 해변/서핑 추천 장소
output/html/bali/로비나/beach/011.html,../../images/로비나/beach/로비나_beach_0146.webp,로비나,beach,11,6,local,,51aa77a07392,로비나 여행 해변/서핑 가이드 이미지,로비나 자유여행 가이드 이미지
output/html/bali/로비나/beach/011.html,../../images/로비나/beach/로비나_beach_0093.webp,로비나,beach,11,7,local,,5b070563157b,로비나 해변/서핑 추천 장소,로비나 해변/서핑 실제 풍경
output/html/bali/로비나/beach/011.html,../../images/로비나/beach/로비나_beach_0111.webp,로비나,beach,11,8,local,,75bcff0bd44d,로비나 자유여행 해변/서핑 모습,로비나에서 직접 경험한 해변/서핑
output/html/bali/로비나/beach/011.html,../../images/로비나/beach/로비나_beach_0019.webp,로비나,beach,11,9,local,,96c4eef063fe,로비나에서 직접 경험한 해변/서핑,로비나 해변/서핑 분위기
output/html/bali/로비나/beach/011.html,../../images/로비나/beach/로비나_beach_0118.webp,로비나,beach,11,10,local,,f57db58e9dc5,로비나 해변/서핑 분위기,로비나 여행 해변/서핑 기록
output/html/bali/로비나/beach/012.html,../../images/로비나/beach/로비나_beach_0054.webp,로비나,beach,12,0,local,,b65d8dc8abdc,로비나 기트기트 폭포 전경,로비나 해변/서핑 실제 풍경
output/html/bali/로비나/beach/012.html,../../images/로비나/beach/로비나_beach_0093.webp,로비나,beach,12,1,local,,5b070563157b,로비나 로비나 마켓 풍경,로비나에서 직접 경험한 해변/서핑
output/html/bali/로비나/beach/012.html,../../images/로비나/beach/로비나_beach_0013.webp,로비나,beach,12,2,local,,3b4a8b8a9c4b,로비나 해변/서핑 현장 사진,로비나 해변/서핑 분위기
output/html/bali/로비나/beach/012.html,../../images/mrt_coupon.jpg,로비나,beach,12,3,local,,adc4f2a4e660,"마이리얼트립 할인쿠폰 - 투어, 티켓, 숙소 최대 30% 할인",로비나 여행 해변/서핑 기록
output/html/bali/로비나/beach/012.html,../../images/로비나/beach/로비나_beach_0057.webp,로비나,beach,12,4,local,,2d662669824e,로비나 해변/서핑 추천 장소,로비나 해변/서핑 현장 사진
output/html/bali/로비나/beach/012.html,../../images/로비나/beach/로비나_beach_0100.webp,로비나,beach,12,5,local,,b5649ddf8650,로비나 자유여행 해변/서핑 모습,로비나 여행 중 촬영한 모습
output/html/bali/로비나/beach/012.html,../../images/로비나/beach/로비나_beach_0123.webp,로비나,beach,12,6,local,,fb5f06b2a1e3,로비나에서 직접 경험한 해변/서핑,로비나 해변/서핑 추천 장소
output/html/bali/로비나/beach/012.html,../../images/로비나/beach/로비나_beach_0142.webp,로비나,beach,12,7,local,,06b940e2d1e0,로비나 해변/서핑 분위기,로비나 자유여행 가이드 이미지
output/html/bali/로비나/beach/012.html,../../images/로비나/beach/로비나_beach_0035.webp,로비나,beach,12,8,local,,e81e3db8740b,로비나 해변/서핑 실제 풍경,로비나 해변/서핑 실제 풍경
output/html/bali/로비나/beach/012.html,../../images/로비나/beach/로비나_beach_0077.webp,로비나,beach,12,9,local,,298e5386063f,로비나 해변/서핑 포토,로비나에서 직접 경험한 해변/서핑
output/html/bali/로비나/beach/012.html,../../images/로비나/beach/로비나_beach_0010.webp,로비나,beach,12,10,local,,a09e5d107e89,로비나 여행 기록 해변/서핑,로비나 해변/서핑 분위기
output/html/bali/로비나/beach/013.html,../../images/로비나/beach/로비나_beach_0129.webp,로비나,beach,13,0,local,,21955d631221,로비나 여행 해변/서핑 가이드 이미지,로비나 자유여행 가이드 이미지
output/html/bali/로비나/beach/013.html,../../images/로비나/beach/로비나_beach_0110.webp,로비나,beach,13,1,local,,28fec5cb82a7,로비나 해변/서핑 추천 장소,로비나 해변/서핑 실제 풍경
output/html/bali/로비나/beach/013.html,../../images/로비나/beach/로비나_beach_0066.webp,로비나,beach,13,2,local,,222316f762f8,로비나 자유여행 해변/서핑 모습,로비나에서 직접 경험한 해변/서핑
output/html/bali/로비나/beach/013.html,../../images/mrt_coupon.jpg,로비나,beach,13,3,local,,adc4f2a4e660,"마이리얼트립 할인쿠폰 - 투어, 티켓, 숙소 최대 30% 할인",로비나 해변/서핑 분위기
output/html/bali/로비나/beach/013.html,../../images/로비나/beach/로비나_beach_0125.webp,로비나,beach,13,4,local,,2a045470a439,로비나 해변/서핑 분위기,로비나 여행 해변/서핑 기록
output/html/bali/로비나/beach/013.html,../../images/로비나/beach/로비나_beach_0112.webp,로비나,beach,13,5,local,,c3f8aa7aa252,로비나 해변/서핑 실제 풍경,로비나 해변/서핑 현장 사진
output/html/bali/로비나/beach/013.html,../../images/로비나/beach/로비나_beach_0080.webp,로비나,beach,13,6,local,,a8eb13900d22,로비나 해변/서핑 포토,로비나 여행 중 촬영한 모습
output/html/bali/로비나/beach/013.html,../../images/로비나/beach/로비나_beach_0007.webp,로비나,beach,13,7,local,,610cce9f5576,로비나 여행 기록 해변/서핑,로비나 해변/서핑 추천 장소
output/html/bali/로비나/beach/013.html,../../images/로비나/beach/로비나_beach_0046.webp,로비나,beach,13,8,local,,2604aabb8a3a,로비나 해변/서핑 앵글,로비나 자유여행 가이드 이미지
output/html/bali/로비나/beach/013.html,../../images/로비나/beach/로비나_beach_0038.webp,로비나,beach,13,9,local,,ea6080b7429c,로비나 해변/서핑 탐방기,로비나 해변/서핑 실제 풍경
output/html/bali/로비나/beach/013.html,../../images/로비나/beach/로비나_beach_0054.webp,로비나,beach,13,10,local,,b65d8dc8abdc,로비나 해변/서핑 방문 사진,로비나에서 직접 경험한 해변/서핑
output/html/bali/로비나/beach/014.html,../../images/로비나/beach/로비나_beach_0068.webp,로비나,beach,14,0,local,,ea8fd98803c3,로비나에서 직접 경험한 해변/서핑,로비나 해변/서핑 추천 장소
output/html/bali/로비나/beach/014.html,../../images/로비나/beach/로비나_beach_0014.webp,로비나,beach,14,1,local,,c617678ade9e,로비나 해변/서핑 분위기,로비나 자유여행 가이드 이미지
output/html/bali/로비나/beach/014.html,../../images/로비나/beach/로비나_beach_0003.webp,로비나,beach,14,2,local,,b2ab100154ec,로비나 해변/서핑 실제 풍경,로비나 해변/서핑 실제 풍경
output/html/bali/로비나/beach/014.html,../../images/mrt_coupon.jpg,로비나,beach,14,3,local,,adc4f2a4e660,"마이리얼트립 할인쿠폰 - 투어, 티켓, 숙소 최대 30% 할인",로비나에서 직접 경험한 해변/서핑
output/html/bali/로비나/beach/014.html,../../images/로비나/beach/로비나_beach_0066.webp,로비나,beach,14,4,local,,222316f762f8,로비나 여행 기록 해변/서핑,로비나 해변/서핑 분위기
output/html/bali/로비나/beach/014.html,../../images/로비나/beach/로비나_beach_0004.webp,로비나,beach,14,5,local,,1f8cf98719ee,로비나 해변/서핑 앵글,로비나 여행 해변/서핑 기록
output/html/bali/로비나/beach/014.html,../../images/로비나/beach/로비나_beach_0065.webp,로비나,beach,14,6,local,,6f599dffb6df,로비나 해변/서핑 탐방기,로비나 해변/서핑 현장 사진
output/html/bali/로비나/beach/014.html,../../images/로비나/beach/로비나_beach_0110.webp,로비나,beach,14,7,local,,28fec5cb82a7,로비나 해변/서핑 방문 사진,로비나 여행 중 촬영한 모습
output/html/bali/로비나/beach/014.html,../../images/로비나/beach/로비나_beach_0058.webp,로비나,beach,14,8,local,,0601328d3ece,로비나 해변/서핑 여행 코스,로비나 해변/서핑 추천 장소
output/html/bali/로비나/beach/014.html,../../images/로비나/beach/로비나_beach_0103.webp,로비나,beach,14,9,local,,3bc4e7314e99,로비나 해변/서핑 일정 사진,로비나 자유여행 가이드 이미지
output/html/bali/로비나/beach/014.html,../../images/로비나/beach/로비나_beach_0126.webp,로비나,beach,14,10,local,,c916faaba4d2,로비나 로비나 비치 풍경,로비나 해변/서핑 실제 풍경
output/html/bali/로비나/culture/001.html,../../images/로비나/culture/로비나_culture_0087.webp,로비나,culture,1,0,local,,ba9b8aeb06e5,로비나 자유여행 문화/사원 모습,로비나 여행 문화/사원 기록
output/html/bali/로비나/culture/001.html,../../images/로비나/culture/로비나_culture_0070.webp,로비나,culture,1,1,local,,f80016ad8912,로비나에서 직접 경험한 문화/사원,로비나 문화/사원 현장 사진
output/html/bali/로비나/culture/001.html,../../images/로비나/culture/로비나_culture_0075.webp,로비나,culture,1,2,local,,e412a39bbab1,로비나 문화/사원 분위기,로비나 여행 중 촬영한 모습
output/html/bali/로비나/culture/001.html,../../images/mrt_coupon.jpg,로비나,culture,1,3,local,,adc4f2a4e660,"마이리얼트립 할인쿠폰 - 투어, 티켓, 숙소 최대 30% 할인",로비나 문화/사원 추천 장소
output/html/bali/로비나/culture/001.html,../../images/로비나/culture/로비나_culture_0045.webp,로비나,culture,1,4,local,,1fbb10654832,로비나 문화/사원 포토,로비나 자유여행 가이드 이미지
output/html/bali/로비나/culture/001.html,../../images/로비나/culture/로비나_culture_0065.webp,로비나,culture,1,5,local,,a448dadec71e,로비나 여행 기록 문화/사원,로비나 문화/사원 실제 풍경
output/html/bali/로비나/culture/001.html,../../images/로비나/culture/로비나_culture_0094.webp,로비나,culture,1,6,local,,f04bc040ebda,로비나 문화/사원 앵글,로비나에서 직접 경험한 문화/사원
output/html/bali/로비나/culture/001.html,../../images/로비나/culture/로비나_culture_0001.webp,로비나,culture,1,7,local,,379ebe2966ab,로비나 문화/사원 탐방기,로비나 문화/사원 분위기
output/html/bali/로비나/culture/001.html,../../images/로비나/culture/로비나_culture_0057.webp,로비나,culture,1,8,local,,efd9e4fd21b2,로비나 문화/사원 방문 사진,로비나 여행 문화/사원 기록
output/html/bali/로비나/culture/001.html,../../images/로비나/culture/로비나_culture_0011.webp,로비나,culture,1,9,local,,0affe956e136,로비나 문화/사원 여행 코스,로비나 문화/사원 현장 사진
output/html/bali/로비나/culture/001.html,../../images/로비나/culture/로비나_culture_0109.webp,로비나,culture,1,10,local,,4b1e723ab3aa,로비나 문화/사원 일정 사진,로비나 여행 중 촬영한 모습
output/html/bali/로비나/culture/002.html,../../images/로비나/culture/로비나_culture_0018.webp,로비나,culture,2,0,local,,2a4023d29903,로비나 문화/사원 실제 풍경,로비나 문화/사원 분위기
output/html/bali/로비나/culture/002.html,../../images/로비나/culture/로비나_culture_0114.webp,로비나,culture,2,1,local,,04ff86e3aec4,로비나 문화/사원 포토,로비나 여행 문화/사원 기록
output/html/bali/로비나/culture/002.html,../../images/로비나/culture/로비나_culture_0007.webp,로비나,culture,2,2,local,,602a5181c665,로비나 여행 기록 문화/사원,로비나 문화/사원 현장 사진
output/html/bali/로비나/culture/002.html,../../images/mrt_coupon.jpg,로비나,culture,2,3,local,,adc4f2a4e660,"마이리얼트립 할인쿠폰 - 투어, 티켓, 숙소 최대 30% 할인",로비나 여행 중 촬영한 모습
output/html/bali/로비나/culture/002.html,../../images/로비나/culture/로비나_culture_0064.webp,로비나,culture,2,4,local,,8f4e1a8b58f5,로비나 문화/사원 탐방기,로비나 문화/사원 추천 장소
output/html/bali/로비나/culture/002.html,../../images/로비나/culture/로비나_culture_0082.webp,로비나,culture,2,5,local,,ef2df304890b,로비나 문화/사원 방문 사진,로비나 자유여행 가이드 이미지
output/html/bali/로비나/culture/002.html,../../images/로비나/culture/로비나_culture_0140.webp,로비나,culture,2,6,local,,b9d31cb4a70e,로비나 문화/사원 여행 코스,로비나 문화/사원 실제 풍경
output/html/bali/로비나/culture/002.html,../../images/로비나/culture/로비나_culture_0139.webp,로비나,culture,2,7,local,,8a79a4bd7155,로비나 문화/사원 일정 사진,로비나에서 직접 경험한 문화/사원
output/html/bali/로비나/culture/002.html,../../images/로비나/culture/로비나_culture_0128.webp,로비나,culture,2,8,local,,5083e6bd6e9f,로비나 로비나 비치 풍경,로비나 문화/사원 분위기
output/html/bali/로비나/culture/002.html,../../images/로비나/culture/로비나_culture_0017.webp,로비나,culture,2,9,local,,5886a14eeda3,로비나 반자르 온천 건축물,로비나 여행 문화/사원 기록
output/html/bali/로비나/culture/002.html,../../images/로비나/culture/로비나_culture_0154.webp,로비나,culture,2,10,local,,6f43a4c25523,로비나 Sea Breeze Cafe 내부,로비나 문화/사원 현장 사진
output/html/bali/로비나/culture/003.html,../../images/로비나/culture/로비나_culture_0087.webp,로비나,culture,3,0,local,,ba9b8aeb06e5,로비나 문화/사원 앵글,로비나에서 직접 경험한 문화/사원
output/html/bali/로비나/culture/003.html,../../images/로비나/culture/로비나_culture_0033.webp,로비나,culture,3,1,local,,509fe9935667,로비나 문화/사원 탐방기,로비나 문화/사원 분위기
output/html/bali/로비나/culture/003.html,../../images/로비나/culture/로비나_culture_0095.webp,로비나,culture,3,2,local,,65b282a2ca30,로비나 문화/사원 방문 사진,로비나 여행 문화/사원 기록
output/html/bali/로비나/culture/003.html,../../images/mrt_coupon.jpg,로비나,culture,3,3,local,,adc4f2a4e660,"마이리얼트립 할인쿠폰 - 투어, 티켓, 숙소 최대 30% 할인",로비나 문화/사원 현장 사진
output/html/bali/로비나/culture/003.html,../../images/로비나/culture/로비나_culture_0027.webp,로비나,culture,3,4,local,,bfc71747f690,로비나 문화/사원 일정 사진,로비나 여행 중 촬영한 모습
output/html/bali/로비나/culture/003.html,../../images/로비나/culture/로비나_culture_0084.webp,로비나,culture,3,5,local,,d2ae7be1b10f,로비나 로비나 비치 풍경,로비나 문화/사원 추천 장소
output/html/bali/로비나/culture/003.html,../../images/로비나/culture/로비나_culture_0128.webp,로비나,culture,3,6,local,,5083e6bd6e9f,로비나 반자르 온천 건축물,로비나 자유여행 가이드 이미지
output/html/bali/로비나/culture/003.html,../../images/로비나/culture/로비나_culture_0109.webp,로비나,culture,3,7,local,,4b1e723ab3aa,로비나 Sea Breeze Cafe 내부,로비나 문화/사원 실제 풍경
output/html/bali/로비나/culture/003.html,../../images/로비나/culture/로비나_culture_0097.webp,로비나,culture,3,8,local,,693be6807ea3,로비나 기트기트 폭포 전경,로비나에서 직접 경험한 문화/사원
output/html/bali/로비나/culture/003.html,../../images/로비나/culture/로비나_culture_0048.webp,로비나,culture,3,9,local,,823a6123cd73,로비나 로비나 마켓 풍경,로비나 문화/사원 분위기
output/html/bali/로비나/culture/003.html,../../images/로비나/culture/로비나_culture_0149.webp,로비나,culture,3,10,local,,64caa14ce638,로비나 문화/사원 현장 사진,로비나 여행 문화/사원 기록
output/html/bali/로비나/culture/004.html,../../images/로비나/culture/로비나_culture_0017.webp,로비나,culture,4,0,local,,5886a14eeda3,로비나 문화/사원 여행 코스,로비나 문화/사원 실제 풍경
output/html/bali/로비나/culture/004.html,../../images/로비나/culture/로비나_culture_0009.webp,로비나,culture,4,1,local,,32c2598cb00f,로비나 문화/사원 일정 사진,로비나에서 직접 경험한 문화/사원
output/html/bali/로비나/culture/004.html,../../images/로비나/culture/로비나_culture_0039.webp,로비나,culture,4,2,local,,ffdab0a948cf,로비나 로비나 비치 풍경,로비나 문화/사원 분위기
output/html/bali/로비나/culture/004.html,../../images/mrt_coupon.jpg,로비나,culture,4,3,local,,adc4f2a4e660,"마이리얼트립 할인쿠폰 - 투어, 티켓, 숙소 최대 30% 할인",로비나 여행 문화/사원 기록
output/html/bali/로비나/culture/004.html,../../images/로비나/culture/로비나_culture_0100.webp,로비나,culture,4,4,local,,a94b54dce2ff,로비나 Sea Breeze Cafe 내부,로비나 문화/사원 현장 사진
output/html/bali/로비나/culture/004.html,../../images/로비나/culture/로비나_culture_0139.webp,로비나,culture,4,5,local,,8a79a4bd7155,로비나 기트기트 폭포 전경,로비나 여행 중 촬영한 모습
output/html/bali/로비나/culture/004.html,../../images/로비나/culture/로비나_culture_0088.webp,로비나,culture,4,6,local,,5d088cfe11b3,로비나 로비나 마켓 풍경,로비나 문화/사원 추천 장소
output/html/bali/로비나/culture/004.html,../../images/로비나/culture/로비나_culture_0002.webp,로비나,culture,4,7,local,,8409000c857d,로비나 문화/사원 현장 사진,로비나 자유여행 가이드 이미지
